,fn,cat
1381,002777.jpg,[215 320 374 499]
1382,002780.jpg,[ 94 253 279 475]
1383,002781.jpg,[126 343 359 449]
1384,002787.jpg,[  9   1 374 499]
1385,002788.jpg,[ 69 318 333 499]
1386,002789.jpg,[129  49 218 173]
1387,002790.jpg,[ 85 106 499 300]
1388,002792.jpg,[ 46   1 373 224]
1389,002793.jpg,[ 93 330 172 469]
1390,002797.jpg,[169 382 242 419]
1391,002799.jpg,[132   5 375 499]
1392,002802.jpg,[130  56 336 373]
1393,002805.jpg,[  8  41 397 434]
1394,002806.jpg,[108 201 278 463]
1395,002808.jpg,[ 66  69 498 293]
1396,002809.jpg,[370   0 499 250]
1397,002811.jpg,[ 73 120 454 313]
1398,002813.jpg,[212 195 372 391]
1399,002814.jpg,[201  37 380 320]
1400,002818.jpg,[222 312 282 375]
1401,002819.jpg,[ 67  77 275 409]
1402,002821.jpg,[152 213 303 428]
1403,002822.jpg,[102 188 124 224]
1404,002823.jpg,[226  92 374 447]
1405,002824.jpg,[ 12   0 430 499]
1406,002825.jpg,[ 82   1 331 375]
1407,002828.jpg,[ 25   9 264 375]
1408,002829.jpg,[ 52  35 308 442]
1409,002830.jpg,[108  10 296 316]
1410,002831.jpg,[ 63  56 432 300]
1411,002832.jpg,[ 49 303 225 499]
1412,002837.jpg,[118 169 306 350]
1413,002839.jpg,[  0  42 332 442]
1414,002840.jpg,[108   6 283 420]
1415,002843.jpg,[102   1 373 499]
1416,002846.jpg,[ 12 127 499 284]
1417,002849.jpg,[ 57  60 268 323]
1418,002850.jpg,[225 127 373 308]
1419,002851.jpg,[ 74  96 250 419]
1420,002852.jpg,[201  21 360 386]
1421,002853.jpg,[  1  62 312 499]
1422,002856.jpg,[ 52  18 332 468]
1423,002857.jpg,[ 46   0 499 373]
1424,002860.jpg,[133 134 284 340]
1425,002861.jpg,[ 36   3 499 332]
1426,002862.jpg,[200  97 324 268]
1427,002863.jpg,[  1 125 373 364]
1428,002865.jpg,[  0  45 372 393]
1429,002871.jpg,[235   0 281  74]
1430,002872.jpg,[116 284 374 499]
1431,002874.jpg,[ 78   2 374 499]
1432,002876.jpg,[ 27  61 350 395]
1433,002877.jpg,[ 25   2 499 314]
1434,002878.jpg,[ 17 134 374 499]
1435,002882.jpg,[277 387 299 417]
1436,002883.jpg,[110  84 499 331]
1437,002885.jpg,[ 62 170 255 499]
1438,002887.jpg,[243 134 332 335]
1439,002888.jpg,[304  67 374 499]
1440,002890.jpg,[ 79   7 278 432]
1441,002892.jpg,[187 161 255 245]
1442,002894.jpg,[106   0 314 494]
1443,002895.jpg,[191 414 337 446]
1444,002897.jpg,[216 375 256 439]
1445,002898.jpg,[ 70   7 336 499]
1446,002900.jpg,[121 103 247 382]
1447,002902.jpg,[ 84 162 223 299]
1448,002903.jpg,[ 18  15 375 479]
1449,002904.jpg,[ 61   0 339 235]
1450,002905.jpg,[ 18   0 499 279]
1451,002907.jpg,[235   2 374 111]
1452,002908.jpg,[101 198 230 311]
1453,002909.jpg,[ 84  87 301 225]
1454,002911.jpg,[ 64 113 332 392]
1455,002918.jpg,[ 55  39 330 323]
1456,002920.jpg,[122   7 243 241]
1457,002921.jpg,[161  93 446 232]
1458,002922.jpg,[364 273 442 318]
1459,002923.jpg,[ 29   2 332 460]
1460,002925.jpg,[111  61 370 168]
1461,002926.jpg,[116 107 233 285]
1462,002927.jpg,[ 30  16 336 465]
1463,002928.jpg,[ 54  92 291 372]
1464,002929.jpg,[151 192 382 373]
1465,002930.jpg,[175 320 309 416]
1466,002936.jpg,[ 20   1 324 446]
1467,002945.jpg,[ 60 249 368 499]
1468,002948.jpg,[  1   1 294 290]
1469,002949.jpg,[ 35   0 201 345]
1470,002950.jpg,[  0  85 499 332]
1471,002951.jpg,[119 223 255 355]
1472,002955.jpg,[  0 127 261 499]
1473,002959.jpg,[294 117 399 297]
1474,002961.jpg,[  6  14 308 499]
1475,002964.jpg,[ 26  32 410 209]
1476,002968.jpg,[131 180 276 340]
1477,002970.jpg,[ 70   1 373 443]
1478,002971.jpg,[106   0 332 499]
1479,002972.jpg,[ 10  10 499 332]
1480,002973.jpg,[ 58  35 418 306]
1481,002974.jpg,[125 155 410 363]
1482,002979.jpg,[128 112 206 170]
1483,002980.jpg,[  2  38 492 481]
1484,002981.jpg,[ 66 216 289 396]
1485,002982.jpg,[ 20  13 499 298]
1486,002983.jpg,[109   0 206 428]
1487,002985.jpg,[ 14 193 272 474]
1488,002991.jpg,[ 90  71 499 308]
1489,002993.jpg,[220 205 302 338]
1490,002996.jpg,[  8 347 137 425]
1491,002997.jpg,[  7 262 271 499]
1492,002998.jpg,[ 78 263 180 499]
1493,002999.jpg,[117 287 225 460]
1494,003001.jpg,[ 32  62 499 342]
1495,003006.jpg,[116 261 233 432]
1496,003010.jpg,[ 34  51 197 112]
1497,003012.jpg,[123 110 374 294]
1498,003014.jpg,[105 294 135 325]
1499,003016.jpg,[ 83  66 313 476]
1500,003018.jpg,[ 57 109 388 299]
1501,003019.jpg,[  0  16 359 499]
1502,003020.jpg,[116 170 374 280]
1503,003022.jpg,[ 79 152 285 415]
1504,003025.jpg,[158  25 339 282]
1505,003026.jpg,[ 87 157 373 340]
1506,003029.jpg,[105   0 371 443]
1507,003030.jpg,[  0 122 348 420]
1508,003033.jpg,[231  20 415 316]
1509,003035.jpg,[192  53 485 305]
1510,003036.jpg,[ 29   4 337 263]
1511,003037.jpg,[ 24   0 328 499]
1512,003040.jpg,[126 163 252 405]
1513,003041.jpg,[179  51 402 297]
1514,003043.jpg,[ 52   4 395 255]
1515,003046.jpg,[ 57   1 330 488]
1516,003048.jpg,[112 176 307 469]
1517,003049.jpg,[172 152 374 249]
1518,003050.jpg,[165 129 232 256]
1519,003052.jpg,[ 46   1 332 115]
1520,003055.jpg,[128 170 189 346]
1521,003059.jpg,[128 216 209 274]
1522,003060.jpg,[ 35  58 321 434]
1523,003062.jpg,[ 35 172 374 489]
1524,003067.jpg,[ 61 126 270 203]
1525,003068.jpg,[ 97  74 325 421]
1526,003069.jpg,[  4  96 331 499]
1527,003070.jpg,[171 113 344 371]
1528,003071.jpg,[  9 178 468 294]
1529,003073.jpg,[  0   0 234 226]
1530,003075.jpg,[ 47 144 499 327]
1531,003076.jpg,[ 45 245 150 278]
1532,003079.jpg,[106 308 255 473]
1533,003080.jpg,[ 70   4 330 376]
1534,003081.jpg,[ 59   4 374 315]
1535,003084.jpg,[153 187 249 333]
1536,003087.jpg,[ 80 188 353 377]
1537,003091.jpg,[  1  42 457 332]
1538,003095.jpg,[ 54 121 499 373]
1539,003096.jpg,[ 21   0 223 299]
1540,003097.jpg,[ 51  23 245 251]
1541,003099.jpg,[  1   2 231 303]
1542,003101.jpg,[  1   0 294 210]
1543,003104.jpg,[ 70  63 367 160]
1544,003109.jpg,[153 202 255 357]
1545,003111.jpg,[ 49 281 261 400]
1546,003113.jpg,[  3 287 212 496]
1547,003114.jpg,[ 27 151 224 362]
1548,003115.jpg,[ 98 287 367 459]
1549,003119.jpg,[  2   0 399 481]
1550,003123.jpg,[244  69 374 454]
1551,003125.jpg,[ 29 197 374 499]
1552,003128.jpg,[136 173 205 287]
1553,003130.jpg,[220  35 429 300]
1554,003131.jpg,[213 339 329 409]
1555,003132.jpg,[ 17 149 329 437]
1556,003136.jpg,[ 54 203 231 400]
1557,003139.jpg,[ 69 143 371 499]
1558,003141.jpg,[202  95 374 403]
1559,003143.jpg,[ 71  32 253 481]
1560,003144.jpg,[132  67 223 453]
1561,003148.jpg,[205 103 365 287]
1562,003151.jpg,[104  79 312 223]
1563,003152.jpg,[ 57   8 329 296]
1564,003153.jpg,[230   0 374 411]
1565,003156.jpg,[ 87 111 264 414]
1566,003158.jpg,[138 155 185 223]
1567,003160.jpg,[127   0 350 499]
1568,003166.jpg,[ 72   1 375 499]
1569,003167.jpg,[  5  78 374 419]
1570,003168.jpg,[ 27 269 204 473]
1571,003171.jpg,[ 28   0 499 348]
1572,003172.jpg,[ 20 320 321 499]
1573,003173.jpg,[ 45  23 168 242]
1574,003174.jpg,[ 34   0 296 481]
1575,003179.jpg,[198  16 298 311]
1576,003180.jpg,[ 59 133 367 447]
1577,003182.jpg,[131   0 499 468]
1578,003187.jpg,[ 65  36 288 361]
1579,003190.jpg,[ 92 122 457 281]
1580,003191.jpg,[  0   2 332 350]
1581,003192.jpg,[ 35 232 283 488]
1582,003193.jpg,[ 84 144 274 384]
1583,003196.jpg,[ 42   6 375 317]
1584,003197.jpg,[ 85   1 374 403]
1585,003198.jpg,[ 43   0 284 276]
1586,003201.jpg,[ 24 136 297 415]
1587,003203.jpg,[ 94   0 234 416]
1588,003206.jpg,[138 143 274 229]
1589,003208.jpg,[162  32 331 464]
1590,003209.jpg,[113  47 220 426]
1591,003212.jpg,[110  25 307 477]
1592,003215.jpg,[231 104 286 177]
1593,003217.jpg,[ 89  67 274 491]
1594,003220.jpg,[ 95   0 221 362]
1595,003221.jpg,[240 142 339 384]
1596,003222.jpg,[ 64  52 260 377]
1597,003224.jpg,[ 48   3 374 499]
1598,003225.jpg,[217 199 334 340]
1599,003226.jpg,[ 42  70 484 285]
1600,003227.jpg,[ 13  56 374 499]
1601,003230.jpg,[134 164 232 390]
1602,003232.jpg,[ 46  23 181 255]
1603,003234.jpg,[ 71 329 372 498]
1604,003235.jpg,[113 110 479 246]
1605,003237.jpg,[154 108 460 253]
1606,003238.jpg,[ 76  58 396 407]
1607,003241.jpg,[118 138 324 499]
1608,003245.jpg,[ 79  88 296 151]
1609,003246.jpg,[100  20 374 499]
1610,003248.jpg,[153 187 303 328]
1611,003249.jpg,[  1  12 374 173]
1612,003251.jpg,[158 119 339 391]
1613,003252.jpg,[ 38   0 374 482]
1614,003257.jpg,[ 13  21 221 475]
1615,003263.jpg,[266   0 498 154]
1616,003264.jpg,[  1   1 334 499]
1617,003265.jpg,[246 157 374 330]
1618,003266.jpg,[ 94  63 499 398]
1619,003267.jpg,[ 68   1 332 499]
1620,003268.jpg,[118   0 267 495]
1621,003275.jpg,[214  94 290 214]
1622,003276.jpg,[ 42  20 358 484]
1623,003277.jpg,[103   0 374 347]
1624,003278.jpg,[  6 256 336 499]
1625,003281.jpg,[121  21 207  74]
1626,003283.jpg,[ 35 228 279 410]
1627,003286.jpg,[ 60  65 300 447]
1628,003287.jpg,[  8   0 241 332]
1629,003288.jpg,[246 110 310 226]
1630,003289.jpg,[186 238 239 409]
1631,003291.jpg,[ 67 284 234 374]
1632,003295.jpg,[138 110 335 283]
1633,003297.jpg,[213   0 487 341]
1634,003298.jpg,[ 18  19 482 327]
1635,003302.jpg,[163 159 319 309]
1636,003304.jpg,[ 66  79 403 252]
1637,003305.jpg,[183 144 301 233]
1638,003306.jpg,[108  39 290 395]
1639,003309.jpg,[175   1 369 449]
1640,003310.jpg,[ 11   5 478 328]
1641,003312.jpg,[ 10  24 319 487]
1642,003314.jpg,[ 50  36 374 238]
1643,003315.jpg,[ 22  20 355 304]
1644,003317.jpg,[ 72   0 371 301]
1645,003318.jpg,[108 200 247 382]
1646,003319.jpg,[  0 172 298 499]
1647,003321.jpg,[147 440 190 494]
1648,003322.jpg,[234 445 374 499]
1649,003323.jpg,[119  90 374 340]
1650,003324.jpg,[ 58 185 374 474]
1651,003326.jpg,[ 18   6 493 471]
1652,003328.jpg,[  3  10 396 158]
1653,003329.jpg,[ 14  10 494 283]
1654,003332.jpg,[ 21   1 463 338]
1655,003333.jpg,[279 160 499 323]
1656,003334.jpg,[ 97  18 284 382]
1657,003340.jpg,[261   0 499 215]
1658,003341.jpg,[ 37 258 311 452]
1659,003342.jpg,[202 340 240 411]
1660,003345.jpg,[223  69 325 400]
1661,003346.jpg,[122  46 303 142]
1662,003347.jpg,[ 88  96 109 161]
1663,003348.jpg,[230 163 353 429]
1664,003352.jpg,[ 43  95 447 335]
1665,003353.jpg,[123  88 237 270]
1666,003357.jpg,[ 83  23 275 476]
1667,003358.jpg,[ 14   0 470 262]
1668,003361.jpg,[248 208 286 269]
1669,003364.jpg,[ 96  99 304 446]
1670,003366.jpg,[198  66 246 108]
1671,003368.jpg,[  0  20 332 499]
1672,003371.jpg,[ 45   5 314 280]
1673,003372.jpg,[134 209 185 276]
1674,003375.jpg,[106  92 293 389]
1675,003378.jpg,[ 92 259 373 446]
1676,003381.jpg,[110   5 241 495]
1677,003383.jpg,[  1 211 330 346]
1678,003384.jpg,[ 81 210 339 399]
1679,003385.jpg,[ 69 138 330 351]
1680,003387.jpg,[108  72 247 432]
1681,003388.jpg,[  2 231 332 457]
1682,003389.jpg,[152  74 328 250]
1683,003393.jpg,[ 81  62 499 374]
1684,003394.jpg,[ 25  34 374 370]
1685,003399.jpg,[129 216 285 429]
1686,003400.jpg,[ 11   0 359 499]
1687,003402.jpg,[180 250 254 346]
1688,003405.jpg,[120  48 247 278]
1689,003409.jpg,[135  52 213 378]
1690,003411.jpg,[ 14   1 374 499]
1691,003414.jpg,[124  71 315 467]
1692,003418.jpg,[354   0 446 181]
1693,003423.jpg,[ 76   0 373 261]
1694,003426.jpg,[ 14 106 332 362]
1695,003427.jpg,[  0   0 373 499]
1696,003428.jpg,[ 71 190 258 329]
1697,003431.jpg,[ 14  10 499 372]
1698,003432.jpg,[129 269 229 307]
1699,003434.jpg,[127 215 374 345]
1700,003437.jpg,[125 239 285 447]
1701,003438.jpg,[ 21 163 339 354]
1702,003440.jpg,[ 91  78 499 332]
1703,003442.jpg,[ 86   6 331 499]
1704,003445.jpg,[114  24 222 492]
1705,003446.jpg,[161 237 345 287]
1706,003447.jpg,[159 151 290 403]
1707,003448.jpg,[136   3 301 126]
1708,003454.jpg,[ 88 191 331 379]
1709,003456.jpg,[  4   1 336 499]
1710,003457.jpg,[108   0 482 374]
1711,003459.jpg,[185 113 374 392]
1712,003460.jpg,[128 104 288 499]
1713,003463.jpg,[  1   1 499 374]
1714,003467.jpg,[ 81   0 332 450]
1715,003471.jpg,[ 76 241 332 499]
1716,003472.jpg,[163 366 283 492]
1717,003473.jpg,[ 68  96 287 446]
1718,003474.jpg,[ 41  29 366 499]
1719,003475.jpg,[ 55  78 253 470]
1720,003476.jpg,[336   0 374 261]
1721,003478.jpg,[ 13 421  70 472]
1722,003479.jpg,[ 28  83 332 402]
1723,003480.jpg,[ 12   0 374 498]
1724,003481.jpg,[284 241 325 297]
1725,003482.jpg,[  0 145 296 359]
1726,003483.jpg,[170   0 332 498]
1727,003485.jpg,[101 235 315 435]
1728,003486.jpg,[101   4 481 332]
1729,003488.jpg,[152 142 208 205]
1730,003490.jpg,[ 98  70 332 226]
1731,003494.jpg,[ 21   0 259 499]
1732,003495.jpg,[236 166 291 214]
1733,003498.jpg,[183   2 316 499]
1734,003501.jpg,[  7 106 287 397]
1735,003502.jpg,[148  63 359 402]
1736,003503.jpg,[ 75 101 271 377]
1737,003504.jpg,[ 40   1 372 498]
1738,003505.jpg,[ 83 188 292 305]
1739,003507.jpg,[177 121 255 222]
1740,003512.jpg,[ 97 160 209 393]
1741,003513.jpg,[177 167 261 301]
1742,003514.jpg,[ 24 180 374 379]
1743,003515.jpg,[ 60  65 338 493]
1744,003517.jpg,[  0 116 374 345]
1745,003520.jpg,[ 32  93 221 239]
1746,003523.jpg,[135 169 268 347]
1747,003526.jpg,[159 375 233 418]
1748,003527.jpg,[279 214 415 374]
1749,003531.jpg,[110  50 301 150]
1750,003532.jpg,[271  31 333 447]
1751,003533.jpg,[125  73 165 122]
1752,003534.jpg,[ 21 293 332 499]
1753,003535.jpg,[ 51   9 263 304]
1754,003538.jpg,[120  57 333 391]
1755,003540.jpg,[  2   4 197 327]
1756,003541.jpg,[ 71  33 499 221]
1757,003542.jpg,[244  35 323 149]
1758,003543.jpg,[ 84   0 373 172]
1759,003544.jpg,[183 365 374 499]
1760,003545.jpg,[  0 117 224 389]
1761,003547.jpg,[ 49   0 283 354]
1762,003552.jpg,[120  62 282 499]
1763,003553.jpg,[124  27 336 499]
1764,003557.jpg,[128 174 235 283]
1765,003558.jpg,[  0 213 255 499]
1766,003559.jpg,[202  29 327 368]
1767,003560.jpg,[ 55  97 353 478]
1768,003561.jpg,[124   1 499 332]
1769,003562.jpg,[ 49  64 374 240]
1770,003563.jpg,[134 229 188 268]
1771,003568.jpg,[ 86   0 378 393]
1772,003569.jpg,[106  90 283 364]
1773,003570.jpg,[131  70 359 488]
1774,003571.jpg,[205 258 332 499]
1775,003572.jpg,[ 35   1 272 228]
1776,003573.jpg,[ 95  59 374 177]
1777,003574.jpg,[ 45   9 237 483]
1778,003578.jpg,[119  76 403 353]
1779,003579.jpg,[ 97  58 330 222]
1780,003581.jpg,[ 23   1 374 264]
1781,003582.jpg,[114 322 203 396]
1782,003583.jpg,[104  58 317 387]
1783,003584.jpg,[ 54  65 187 217]
1784,003590.jpg,[223 209 367 457]
1785,003591.jpg,[ 33 339 155 419]
1786,003592.jpg,[110  17 439 111]
1787,003595.jpg,[ 78   3 324  92]
1788,003598.jpg,[ 33  98 363 485]
1789,003600.jpg,[ 31 196 366 361]
1790,003601.jpg,[ 95  42 310 488]
1791,003602.jpg,[ 33 266 332 499]
1792,003607.jpg,[ 11   0 499 374]
1793,003610.jpg,[ 50   0 499 374]
1794,003612.jpg,[ 84  80 332 230]
1795,003613.jpg,[  3  14 357 485]
1796,003615.jpg,[ 73  46 304 396]
1797,003616.jpg,[ 66 194 226 247]
1798,003617.jpg,[ 77 269 374 485]
1799,003619.jpg,[114 174 347 327]
1800,003624.jpg,[180 258 212 311]
1801,003626.jpg,[148  13 312 232]
1802,003630.jpg,[138 201 203 333]
1803,003631.jpg,[ 61   2 340 439]
1804,003633.jpg,[154 315 246 484]
1805,003637.jpg,[151   1 250 464]
1806,003641.jpg,[276   0 499 344]
1807,003643.jpg,[ 70 127 420 325]
1808,003647.jpg,[ 44 225 373 414]
1809,003649.jpg,[198  64 332 405]
1810,003650.jpg,[ 66 191 227 370]
1811,003652.jpg,[298 236 369 499]
1812,003653.jpg,[ 63  50 294 499]
1813,003659.jpg,[127 167 239 227]
1814,003661.jpg,[300 150 436 473]
1815,003665.jpg,[ 35   0 374 270]
1816,003666.jpg,[ 56  28 279 464]
1817,003668.jpg,[156  26 332 375]
1818,003670.jpg,[ 98  53 277 368]
1819,003672.jpg,[  1   1 372 498]
1820,003676.jpg,[176  42 293 149]
1821,003677.jpg,[103  40 429 452]
1822,003680.jpg,[133  56 340 403]
1823,003682.jpg,[150  33 244 166]
1824,003683.jpg,[  0   0 352 497]
1825,003686.jpg,[ 39 116 373 474]
1826,003687.jpg,[221 191 309 354]
1827,003689.jpg,[197   0 297 120]
1828,003692.jpg,[186 269 226 333]
1829,003693.jpg,[161 114 319 267]
1830,003697.jpg,[131  57 374 218]
1831,003701.jpg,[262  42 336 155]
1832,003702.jpg,[102   2 274 499]
1833,003707.jpg,[ 21  99 374 499]
1834,003710.jpg,[ 24   0 279 432]
1835,003712.jpg,[112 152 298 418]
1836,003715.jpg,[ 61  43 354 475]
1837,003716.jpg,[286 323 437 374]
1838,003718.jpg,[  2   0 332 499]
1839,003719.jpg,[  0   5 374 499]
1840,003720.jpg,[123  10 325 301]
1841,003723.jpg,[ 98 229 247 383]
1842,003724.jpg,[120  98 266 347]
1843,003725.jpg,[ 57   0 214 460]
1844,003726.jpg,[ 61   1 305 499]
1845,003728.jpg,[ 28   9 374 499]
1846,003730.jpg,[ 44 164 318 284]
1847,003731.jpg,[  1 197 332 499]
1848,003733.jpg,[106 216 257 440]
1849,003734.jpg,[144  82 428 287]
1850,003736.jpg,[ 57  83 374 391]
1851,003737.jpg,[ 25  58 499 337]
1852,003738.jpg,[ 39 357 192 453]
1853,003739.jpg,[ 22   2 372 460]
1854,003741.jpg,[354  19 443 143]
1855,003742.jpg,[ 23   1 235 180]
1856,003744.jpg,[145   7 373 446]
1857,003745.jpg,[ 36  70 464 250]
1858,003746.jpg,[168 283 366 499]
1859,003747.jpg,[  9  39 315 269]
1860,003755.jpg,[140  72 297 354]
1861,003756.jpg,[  6  28 374 407]
1862,003757.jpg,[ 92  34 246 194]
1863,003761.jpg,[175 147 374 367]
1864,003762.jpg,[183 180 265 311]
1865,003764.jpg,[ 39  95 202 201]
1866,003765.jpg,[213  31 378 126]
1867,003766.jpg,[ 30   0 354 438]
1868,003768.jpg,[ 68  35 382 258]
1869,003769.jpg,[138  13 345 305]
1870,003770.jpg,[101   2 374 468]
1871,003771.jpg,[ 73  27 321 183]
1872,003775.jpg,[ 10  74 330 435]
1873,003776.jpg,[ 63 168 154 283]
1874,003777.jpg,[140  79 246 343]
1875,003778.jpg,[ 66  37 465 442]
1876,003782.jpg,[ 45  32 307 450]
1877,003785.jpg,[ 35 139 332 499]
1878,003787.jpg,[  0  15 268 199]
1879,003789.jpg,[228 146 332 230]
1880,003794.jpg,[  0 283 374 499]
1881,003795.jpg,[ 25  53 361 272]
1882,003799.jpg,[  2  23 499 354]
1883,003800.jpg,[136   1 499 374]
1884,003801.jpg,[ 42  92 246 292]
1885,003802.jpg,[ 23 240 115 267]
1886,003804.jpg,[  0   0 362 354]
1887,003805.jpg,[132 138 271 498]
1888,003810.jpg,[134 100 357 239]
1889,003812.jpg,[ 87 198 374 368]
1890,003813.jpg,[  7   0 332 304]
1891,003815.jpg,[107 187 212 432]
1892,003816.jpg,[ 21   0 244 423]
1893,003819.jpg,[  0   0 234 220]
1894,003822.jpg,[ 46  50 498 411]
1895,003823.jpg,[109  79 224 458]
1896,003825.jpg,[ 92 175 373 497]
1897,003829.jpg,[ 33   0 332 437]
1898,003831.jpg,[ 17  47 358 248]
1899,003832.jpg,[ 49  81 250 330]
1900,003833.jpg,[113  76 272 360]
1901,003836.jpg,[268 157 283 234]
1902,003839.jpg,[204 262 303 328]
1903,003840.jpg,[ 28  43 492 374]
1904,003841.jpg,[  8   1 444 407]
1905,003842.jpg,[ 14  43 496 200]
1906,003843.jpg,[ 43 118 307 499]
1907,003850.jpg,[151 137 366 400]
1908,003851.jpg,[319 158 497 373]
1909,003852.jpg,[  1  67 372 499]
1910,003853.jpg,[142 345 244 491]
1911,003854.jpg,[115  67 499 332]
1912,003858.jpg,[189   0 346 223]
1913,003862.jpg,[143 127 321 382]
1914,003864.jpg,[  3   1 374 499]
1915,003867.jpg,[ 69 242 374 357]
1916,003870.jpg,[152   0 373 355]
1917,003873.jpg,[ 71  73 202 499]
1918,003875.jpg,[ 91  24 341 259]
1919,003878.jpg,[  1  57 374 499]
1920,003880.jpg,[ 26 198 303 444]
1921,003881.jpg,[ 62 159 193 276]
1922,003882.jpg,[176 301 332 425]
1923,003883.jpg,[ 55 100 291 381]
1924,003884.jpg,[ 84  64 374 498]
1925,003888.jpg,[ 74  88 373 478]
1926,003892.jpg,[  0   0 130 336]
1927,003893.jpg,[120  26 281 343]
1928,003894.jpg,[103   0 369 499]
1929,003896.jpg,[ 99 207 406 341]
1930,003897.jpg,[144 149 375 385]
1931,003900.jpg,[ 63 120 264 450]
1932,003901.jpg,[ 88   5 491 337]
1933,003902.jpg,[233   2 499 374]
1934,003903.jpg,[  1  89 331 307]
1935,003904.jpg,[157 382 295 479]
1936,003906.jpg,[  0 149 331 393]
1937,003908.jpg,[ 92 152 158 198]
1938,003909.jpg,[130 328 201 382]
1939,003910.jpg,[186  28 241 361]
1940,003914.jpg,[162  92 254 244]
1941,003916.jpg,[ 68  47 244 286]
1942,003917.jpg,[  0 120 215 499]
1943,003920.jpg,[ 83   0 360 499]
1944,003922.jpg,[ 48  68 308 398]
1945,003925.jpg,[ 41  23 241 259]
1946,003927.jpg,[  1 146 332 474]
1947,003928.jpg,[242   3 499 374]
1948,003929.jpg,[ 87 265 371 372]
1949,003930.jpg,[  1   1 331 449]
1950,003931.jpg,[ 73   1 323 499]
1951,003933.jpg,[ 10 152 271 439]
1952,003934.jpg,[258 143 374 267]
1953,003938.jpg,[122 216 374 421]
1954,003940.jpg,[ 81  75 191 411]
1955,003942.jpg,[124 153 232 270]
1956,003943.jpg,[223 168 374 295]
1957,003944.jpg,[152   2 373 499]
1958,003950.jpg,[186 149 281 202]
1959,003951.jpg,[116  43 429 294]
1960,003952.jpg,[ 47 150 263 199]
1961,003955.jpg,[175 269 364 459]
1962,003958.jpg,[  0   7 374 332]
1963,003959.jpg,[ 38  53 374 262]
1964,003962.jpg,[  0   0 374 386]
1965,003964.jpg,[  0  10 445 332]
1966,003967.jpg,[200 361 234 398]
1967,003968.jpg,[ 12  47 482 471]
1968,003972.jpg,[ 62   0 374 227]
1969,003975.jpg,[  1   2 327 287]
1970,003976.jpg,[113  95 389 276]
1971,003977.jpg,[  0  18 499 483]
1972,003978.jpg,[ 86  33 315 417]
1973,003980.jpg,[ 31   0 374 321]
1974,003981.jpg,[ 63   0 374 262]
1975,003982.jpg,[191 235 229 294]
1976,003985.jpg,[135 249 256 307]
1977,003989.jpg,[ 94 168 240 282]
1978,003995.jpg,[ 51   0 374 499]
1979,003999.jpg,[ 28   0 374 499]
1980,004000.jpg,[ 22  60 493 197]
1981,004001.jpg,[129 376 196 475]
1982,004002.jpg,[ 91   6 286 356]
1983,004004.jpg,[301   0 455 225]
1984,004006.jpg,[102  68 283 297]
1985,004007.jpg,[122 237 198 304]
1986,004018.jpg,[110   1 332 347]
1987,004021.jpg,[  0   3 374 499]
1988,004022.jpg,[215  43 268 124]
1989,004024.jpg,[ 11 314 241 497]
1990,004026.jpg,[155 142 306 315]
1991,004027.jpg,[ 37  65 414 238]
1992,004029.jpg,[ 67   9 194 488]
1993,004030.jpg,[ 66 130 298 454]
1994,004032.jpg,[  0  42 363 460]
1995,004036.jpg,[ 74  42 247 310]
1996,004038.jpg,[191 134 276 228]
1997,004040.jpg,[187 197 310 332]
1998,004041.jpg,[117 114 374 294]
1999,004042.jpg,[  1   0 332 384]
2000,004043.jpg,[110 159 265 374]
2001,004044.jpg,[  2  92 374 378]
2002,004045.jpg,[ 65  28 371 474]
2003,004048.jpg,[  0   1 374 347]
2004,004049.jpg,[  3  78 498 468]
2005,004050.jpg,[ 31  23 356 470]
2006,004053.jpg,[183 241 269 353]
2007,004054.jpg,[ 60  30 374 155]
2008,004055.jpg,[345 203 499 262]
2009,004056.jpg,[208 159 308 204]
2010,004059.jpg,[200 251 258 331]
2011,004061.jpg,[  1   1 238 317]
2012,004062.jpg,[ 78   0 283 282]
2013,004063.jpg,[  0   0 499 332]
2014,004064.jpg,[ 88 302 374 499]
2015,004065.jpg,[ 84  25 297 425]
2016,004068.jpg,[119 196 353 499]
2017,004070.jpg,[108 245 314 448]
2018,004071.jpg,[ 21  23 325 492]
2019,004072.jpg,[ 93 141 374 274]
2020,004074.jpg,[ 10 193 374 459]
2021,004078.jpg,[ 87   3 277 499]
2022,004079.jpg,[ 28 206 297 351]
2023,004080.jpg,[102 102 236 389]
2024,004081.jpg,[102 283 374 499]
2025,004083.jpg,[ 56  28 374 465]
2026,004084.jpg,[ 34  62 216 282]
2027,004086.jpg,[149 193 364 499]
2028,004088.jpg,[326 127 406 291]
2029,004090.jpg,[165 290 332 354]
2030,004094.jpg,[ 32  26 302 472]
2031,004096.jpg,[  0   0 267 496]
2032,004097.jpg,[147 397 204 499]
2033,004098.jpg,[184 219 329 445]
2034,004099.jpg,[177  56 405 332]
2035,004101.jpg,[198   2 499 373]
2036,004103.jpg,[198 186 267 230]
2037,004104.jpg,[226  21 330 165]
2038,004107.jpg,[258  95 353 406]
2039,004109.jpg,[ 73 138 321 353]
2040,004112.jpg,[ 21  70 374 499]
2041,004114.jpg,[141   7 317 386]
2042,004115.jpg,[188 145 312 348]
2043,004116.jpg,[ 55 156 287 310]
2044,004118.jpg,[101  64 333 205]
2045,004119.jpg,[191 120 311 345]
2046,004123.jpg,[  0 131 274 357]
